24-Dec,8:00pm,1419469200000,10,NBC,It's a Wonderful Life
24-Dec,8:15pm,1419470100000,10,NBC,It's a Wonderful Life
24-Dec,8:30pm,1419471000000,10,NBC,It's a Wonderful Life
24-Dec,8:45pm,1419471900000,10,NBC,It's a Wonderful Life
24-Dec,9:00pm,1419472800000,10,NBC,It's a Wonderful Life
24-Dec,9:15pm,1419473700000,10,NBC,It's a Wonderful Life
24-Dec,9:30pm,1419474600000,10,NBC,It's a Wonderful Life
24-Dec,9:45pm,1419475500000,10,NBC,It's a Wonderful Life
24-Dec,10:00pm,1419476400000,10,NBC,It's a Wonderful Life
24-Dec,10:15pm,1419477300000,10,NBC,It's a Wonderful Life
24-Dec,10:30pm,1419478200000,10,NBC,It's a Wonderful Life
24-Dec,10:45pm,1419479100000,10,NBC,It's a Wonderful Life
24-Dec,11:00pm,1419480000000,10,NBC,News
24-Dec,11:15pm,1419480900000,10,NBC,News
24-Dec,11:30pm,1419481800000,10,NBC,Christmas Eve Mass
24-Dec,11:45pm,1419482700000,10,NBC,Christmas Eve Mass
24-Dec,12:00am,1419483600000,10,NBC,Christmas Eve Mass
24-Dec,8:00pm,1419469200000,3,CBS,I Love Lucy Christmas Special
24-Dec,8:15pm,1419470100000,3,CBS,I Love Lucy Christmas Special
24-Dec,8:30pm,1419471000000,3,CBS,I Love Lucy Christmas Special
24-Dec,8:45pm,1419471900000,3,CBS,I Love Lucy Christmas Special
24-Dec,9:00pm,1419472800000,3,CBS,Madam Secretary
24-Dec,9:15pm,1419473700000,3,CBS,Madam Secretary
24-Dec,9:30pm,1419474600000,3,CBS,Madam Secretary
24-Dec,9:45pm,1419475500000,3,CBS,Madam Secretary
24-Dec,10:00pm,1419476400000,3,CBS,Scorpion
24-Dec,10:15pm,1419477300000,3,CBS,Scorpion
24-Dec,10:30pm,1419478200000,3,CBS,Scorpion
24-Dec,10:45pm,1419479100000,3,CBS,Scorpion
24-Dec,11:00pm,1419480000000,3,CBS,News
24-Dec,11:15pm,1419480900000,3,CBS,News
24-Dec,11:30pm,1419481800000,3,CBS,Christmas at the Cathedral
24-Dec,11:45pm,1419482700000,3,CBS,Christmas at the Cathedral
24-Dec,12:00am,1419483600000,3,CBS,Christmas at the Cathedral
24-Dec,8:00pm,1419469200000,6,ABC,The Middle
24-Dec,8:15pm,1419470100000,6,ABC,The Middle
24-Dec,8:30pm,1419471000000,6,ABC,The Goldbergs
24-Dec,8:45pm,1419471900000,6,ABC,The Goldbergs
24-Dec,9:00pm,1419472800000,6,ABC,Modern Family
24-Dec,9:15pm,1419473700000,6,ABC,Modern Family
24-Dec,9:30pm,1419474600000,6,ABC,black-ish
24-Dec,9:45pm,1419475500000,6,ABC,black-ish
24-Dec,10:00pm,1419476400000,6,ABC,black-ish
24-Dec,10:15pm,1419477300000,6,ABC,black-ish
24-Dec,10:30pm,1419478200000,6,ABC,black-ish
24-Dec,10:45pm,1419479100000,6,ABC,black-ish
24-Dec,11:00pm,1419480000000,6,ABC,News
24-Dec,11:15pm,1419480900000,6,ABC,News
24-Dec,11:30pm,1419481800000,6,ABC,Jimmy Kimmel Live
24-Dec,11:45pm,1419482700000,6,ABC,Jimmy Kimmel Live
24-Dec,12:00am,1419483600000,6,ABC,Jimmy Kimmel Live
25-Dec,8:00pm,1419555600000,10,NBC,How Murray Saved Christmas
25-Dec,8:15pm,1419556500000,10,NBC,How Murray Saved Christmas
25-Dec,8:30pm,1419557400000,10,NBC,How Murray Saved Christmas
25-Dec,8:45pm,1419558300000,10,NBC,How Murray Saved Christmas
25-Dec,9:00pm,1419559200000,10,NBC,Elf: Buddy's Musical Christmas
25-Dec,9:15pm,1419560100000,10,NBC,Elf: Buddy's Musical Christmas
25-Dec,9:30pm,1419561000000,10,NBC,Elf: Buddy's Musical Christmas
25-Dec,9:45pm,1419561900000,10,NBC,Elf: Buddy's Musical Christmas
25-Dec,10:00pm,1419562800000,10,NBC,Christmas in Rockefeller Center
25-Dec,10:15pm,1419563700000,10,NBC,Christmas in Rockefeller Center
25-Dec,10:30pm,1419564600000,10,NBC,Christmas in Rockefeller Center
25-Dec,10:45pm,1419565500000,10,NBC,Christmas in Rockefeller Center
25-Dec,11:00pm,1419566400000,10,NBC,News
25-Dec,11:15pm,1419567300000,10,NBC,News
25-Dec,11:30pm,1419568200000,10,NBC,The Tonight Show
25-Dec,11:45pm,1419569100000,10,NBC,The Tonight Show
25-Dec,12:00am,1419570000000,10,NBC,The Tonight Show
25-Dec,8:00pm,1419555600000,3,CBS,The Big Bang Theory
25-Dec,8:15pm,1419556500000,3,CBS,The Big Bang Theory
25-Dec,8:30pm,1419557400000,3,CBS,Mom
25-Dec,8:45pm,1419558300000,3,CBS,Mom
25-Dec,9:00pm,1419559200000,3,CBS,Two and a Half Men
25-Dec,9:15pm,1419560100000,3,CBS,Two and a Half Men
25-Dec,9:30pm,1419561000000,3,CBS,The McCarthys
25-Dec,9:45pm,1419561900000,3,CBS,The McCarthys
